EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,DOB,PerformanceScore
1065,Nathaly,Cooper,28-Aug-18,,Software Engineer,Erik Simon,nathaly.cooper@bilearner.com,26-06-1995,Fully Meets
1066,Gage,Weeks,27-Dec-21,05-Jan-23,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,23-04-1981,Fully Meets
1067,Gavin,Frye,14-Nov-20,,Software Engineer,Carla Cox,gavin.frye@bilearner.com,07-12-1948,Fully Meets
1068,Amber,Ross,01-Oct-21,,Software Engineer,Mary Mendoza,amber.ross@bilearner.com,24-12-1998,Fully Meets
1069,Wyatt,Edwards,13-Oct-18,28-May-23,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,13-09-1975,Fully Meets
1070,Karla,Reed,15-Dec-18,28-May-22,Shared Services Manager,Warren Baker,karla.reed@bilearner.com,04-11-1998,Fully Meets
1071,Yadira,Mcmillan,28-Mar-19,17-Oct-20,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,23-06-1968,Fully Meets
1072,Fernando,Mcconnell,27-Dec-18,,Software Engineer,Teresa Lopez,fernando.mcconnell@bilearner.com,20-01-1977,Fully Meets
1073,Sean,Bean,11-May-19,,Software Engineer,Kimberly Holland,sean.bean@bilearner.com,24-09-1998,Fully Meets
1074,Lilianna,Mccall,19-Feb-21,24-Feb-23,Software Engineer,Robert Garcia,lilianna.mccall@bilearner.com,08-07-1983,Fully Meets
1075,Salvador,Thomas,05-Nov-22,16-Apr-23,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,23-04-1968,Fully Meets
1076,Jair,Silva,22-Mar-20,28-Sep-20,Software Engineer,Carlos Barnes,jair.silva@bilearner.com,28-01-1943,Fully Meets
1077,Derek,Moreno,02-Feb-19,,Software Engineer,Allison Jacobs,derek.moreno@bilearner.com,10-05-1992,Fully Meets
1078,Litzy,Conner,24-Feb-20,16-Jun-21,Software Engineer,Angela Ramsey,litzy.conner@bilearner.com,19-03-1997,Fully Meets
1079,Joanna,Burnett,07-Apr-21,01-May-22,Shared Services Manager,Malik Smith,joanna.burnett@bilearner.com,11-04-2000,Fully Meets
1080,Abdullah,Frederick,14-Nov-20,,Shared Services Manager,Jessica Lewis,abdullah.frederick@bilearner.com,04-08-1988,Fully Meets
1081,Armani,Porter,17-Jan-22,10-Aug-22,Software Engineer,Kayla Ibarra,armani.porter@bilearner.com,24-08-1965,Fully Meets
1082,Taylor,Sanders,02-Sep-21,27-Jun-23,Software Engineer,Ryan Mathews,taylor.sanders@bilearner.com,03-03-1976,Fully Meets
1083,Iliana,Randall,30-Jul-23,,Software Engineer,Melissa Scott,iliana.randall@bilearner.com,09-01-1963,Fully Meets
1084,Luke,Henderson,27-Jun-23,,Software Engineer,Robert Schmitt,luke.henderson@bilearner.com,12-08-1989,Fully Meets
1085,Madelyn,Lambert,27-Mar-22,,Software Engineer,Patricia Wallace,madelyn.lambert@bilearner.com,10-03-1952,Fully Meets
1086,Ava,Pace,12-Aug-22,20-Oct-22,Software Engineer,Justin Young,ava.pace@bilearner.com,30-07-1973,Fully Meets
1087,Delaney,Bruce,08-Jul-22,04-Aug-23,Software Engineer,Robert Salinas,delaney.bruce@bilearner.com,05-08-1974,Fully Meets
1088,Jair,Bullock,15-Aug-20,23-Jan-21,Software Engineer,Mary Anderson,jair.bullock@bilearner.com,08-04-1991,Fully Meets
1089,Kayla,Farrell,27-May-23,14-Jun-23,Software Engineer,Jennifer Stevens,kayla.farrell@bilearner.com,29-04-1953,Fully Meets
1090,Taylor,Gamble,02-Jan-23,,Shared Services Manager,Jennifer Murphy,taylor.gamble@bilearner.com,28-08-1965,Fully Meets
1091,Carl,Desimone,16-Nov-18,03-Apr-21,Production Technician I,Daniel Booth,carl.desimone@bilearner.com,26-08-1986,Fully Meets
1092,Sophia,Theamstern,12-Jul-22,,Production Technician I,Martin Jackson,sophia.theamstern@bilearner.com,27-01-1970,Fully Meets
1093,Kara,Harrison,16-Dec-22,,Production Technician I,Elizabeth Richards,kara.harrison@bilearner.com,26-04-1979,Fully Meets
1094,Ming,Huynh,08-May-23,,Production Technician II,Jose Bray,ming.huynh@bilearner.com,18-03-1994,Fully Meets
1095,Karen,Mancuso,07-Apr-23,,Production Technician II,Jamie Frye,karen.mancuso@bilearner.com,28-11-1941,Fully Meets
1096,Linda,Anderson,15-Feb-22,19-Oct-22,Production Technician I,Adam Hunt,linda.anderson@bilearner.com,11-01-1973,Fully Meets
1097,Nilson,Fernandes,17-Jul-23,03-Aug-23,Production Technician I,Jeffrey Saunders,nilson.fernandes@bilearner.com,02-08-1999,Fully Meets
1098,Alain,Robinson,03-May-19,02-Jun-23,Production Technician I,Stephanie Griffin,alain.robinson@bilearner.com,10-01-1993,Fully Meets
1099,Seffi,Shields,25-Mar-22,22-Apr-22,Production Technician I,Robert Sullivan,seffi.shields@bilearner.com,24-12-1971,Fully Meets
1100,Horia,Ndzi,07-Apr-20,,Production Technician I,Charles Delacruz,horia.ndzi@bilearner.com,10-05-1964,Fully Meets
1101,Evelyn,Girifalco,10-Mar-21,,Production Technician I,John Alvarez,evelyn.girifalco@bilearner.com,19-03-1944,Fully Meets
1102,Ermine,Pelletier,04-Aug-19,,Production Technician II,Margaret Lee,ermine.pelletier@bilearner.com,19-09-1953,Fully Meets
1103,Samuel,MacLennan,11-Apr-21,27-May-23,Production Technician I,Chad Moreno,samuel.maclennan@bilearner.com,02-04-1957,Fully Meets
1104,Sean,Bernstein,16-Jun-19,,Production Technician I,Matthew West,sean.bernstein@bilearner.com,14-09-1995,Fully Meets
1105,Shakira,Perry,08-Oct-20,04-Dec-22,Production Technician I,Mark Jacobs,shakira.perry@bilearner.com,11-10-1948,Fully Meets
1106,Michael J,Fitzpatrick,18-Aug-21,,Production Technician II,Isaac Long,michael j.fitzpatrick@bilearner.com,01-01-1995,Fully Meets
1107,Cybil,Trzeciak,16-Mar-20,,Production Technician II,Amanda Marshall,cybil.trzeciak@bilearner.com,09-02-1992,Fully Meets
1108,Barry,Wilber,24-Jan-19,,Production Technician I,Danielle Jones,barry.wilber@bilearner.com,18-04-1969,Fully Meets
1109,Enola,Chivukula,11-Jun-22,25-Sep-22,Production Technician I,Timothy Moore,enola.chivukula@bilearner.com,01-10-1981,Fully Meets
1110,Joelle,Burke,02-Jul-22,,Production Technician II,Joshua Vasquez,joelle.burke@bilearner.com,05-05-1987,Fully Meets
1111,Alexandra,Kirill,08-Sep-19,29-Aug-20,Production Technician I,Mark Hernandez,alexandra.kirill@bilearner.com,31-05-1952,Fully Meets
1112,Celeste,Johnson,10-Jul-22,,Production Technician I,Kristi Andrews,celeste.johnson@bilearner.com,15-07-1975,Fully Meets
1113,Nathalia,Hendrix,24-Apr-22,,Production Technician I,Kenneth Carter,nathalia.hendrix@bilearner.com,03-09-1976,Fully Meets
1114,Justus,Bowen,31-Mar-20,,Production Technician I,John Smith,justus.bowen@bilearner.com,31-12-1960,Fully Meets
1115,Marcus,Bender,23-Mar-19,,Production Technician I,Bradley Butler,marcus.bender@bilearner.com,19-02-1997,Fully Meets
1116,Ryker,Logan,09-Mar-19,12-Jul-23,Production Technician I,Ryan Jenkins,ryker.logan@bilearner.com,10-08-1984,Fully Meets
1117,Payten,Middleton,21-Feb-19,06-Mar-19,Production Technician I,Dennis Martinez,payten.middleton@bilearner.com,23-08-1997,Fully Meets
1118,Harrison,Hunt,04-Oct-19,26-Nov-22,Production Technician I,Stephen Parks,harrison.hunt@bilearner.com,29-02-1976,Fully Meets
1119,Orlando,Henderson,24-Nov-19,20-Dec-20,Production Technician I,Brenda Garza DDS,orlando.henderson@bilearner.com,31-12-1994,Fully Meets
1120,Darian,Potts,17-Aug-20,,Production Technician I,Ms. Diane Bradshaw DVM,darian.potts@bilearner.com,20-09-1968,Fully Meets
1121,Isabela,Collins,16-Mar-21,,Production Manager,Alyssa Gill,isabela.collins@bilearner.com,29-05-1981,Fully Meets
1122,Sierra,Macias,16-Nov-21,26-Aug-22,Production Manager,Miss Haley Duke DVM,sierra.macias@bilearner.com,13-11-1975,Fully Meets
1123,Giuliana,Farmer,03-May-22,,Production Manager,Barbara Gardner,giuliana.farmer@bilearner.com,06-11-1965,Fully Meets
1124,Pierce,Robbins,24-Dec-19,11-Nov-22,Production Manager,Monique Hudson DDS,pierce.robbins@bilearner.com,17-06-1986,Fully Meets
1125,Lamont,Bridges,21-Oct-21,,Production Technician II,Angela Peterson,lamont.bridges@bilearner.com,05-05-1991,Fully Meets
1126,Gretchen,Richard,08-Sep-18,06-Mar-20,Production Technician II,Tony Pratt,gretchen.richard@bilearner.com,27-10-1959,Fully Meets
1127,Axel,Hart,26-Feb-19,,Production Technician II,Keith Lyons,axel.hart@bilearner.com,28-03-2001,Fully Meets
1128,Emma,Escobar,21-Apr-23,,Production Technician II,Kevin Calderon,emma.escobar@bilearner.com,20-06-1957,Fully Meets
1129,Maximilian,Craig,19-Sep-19,23-Oct-21,Production Technician II,Laura Reid,maximilian.craig@bilearner.com,17-05-1956,Fully Meets
1130,Erik,Padilla,23-Dec-20,,Production Technician I,Stacey Fowler,erik.padilla@bilearner.com,17-02-1997,Fully Meets
1131,Gilbert,Duffy,29-Mar-19,,Production Technician I,Stephen Hebert,gilbert.duffy@bilearner.com,22-03-1995,Fully Meets
1132,Raymond,Ayers,15-May-21,03-May-23,Production Technician I,James Burgess,raymond.ayers@bilearner.com,04-11-1963,Fully Meets
1133,Vincent,Wyatt,14-Mar-22,02-Oct-22,Production Technician I,Jordan Robinson,vincent.wyatt@bilearner.com,20-11-1949,Fully Meets
1134,Micah,Stanley,06-Dec-21,08-Jan-22,Production Technician I,Matthew Baker,micah.stanley@bilearner.com,07-09-1996,Fully Meets
1135,Evan,Chen,27-Oct-21,,Production Technician I,Anita Dudley,evan.chen@bilearner.com,30-08-1964,Fully Meets
1136,Serenity,Thornton,01-Apr-23,,Production Technician I,Marilyn Cook,serenity.thornton@bilearner.com,27-03-1946,Fully Meets
1137,Talan,Rivas,29-May-19,,Production Technician I,Brian Hamilton,talan.rivas@bilearner.com,28-02-1954,Fully Meets
1138,Calvin,Braun,12-Jul-19,12-Jul-22,Production Technician I,David Park,calvin.braun@bilearner.com,02-08-1983,Fully Meets
1139,Cale,Bender,10-Aug-18,21-Feb-22,Production Technician I,Victoria Campbell,cale.bender@bilearner.com,11-04-1953,Fully Meets
1140,Kirsten,Vance,29-Sep-21,,Production Technician I,Anthony Steele,kirsten.vance@bilearner.com,11-08-1988,Fully Meets
1141,Cade,Cox,05-Aug-21,,Production Technician I,Terry Henson,cade.cox@bilearner.com,14-08-1941,Fully Meets
1142,Ibrahim,Wolfe,02-Aug-23,,Production Manager,Katie Lucas,ibrahim.wolfe@bilearner.com,10-11-1992,Fully Meets
1143,Elianna,Schmitt,02-Sep-18,28-Jul-21,Production Manager,Margaret Gamble,elianna.schmitt@bilearner.com,20-06-1942,Fully Meets
1144,Colby,Wolfe,13-Oct-19,,Production Manager,Heidi Wang,colby.wolfe@bilearner.com,16-04-1963,Fully Meets
1145,Autumn,Barrera,24-Sep-20,,Production Technician II,David Moore,autumn.barrera@bilearner.com,04-03-1948,Fully Meets
1146,Emmalee,Cervantes,06-Aug-23,,Production Technician II,Richard Harvey,emmalee.cervantes@bilearner.com,10-11-1963,Fully Meets
1147,Ernest,Willis,11-Jun-19,27-Feb-22,Production Technician II,Lisa Shaw,ernest.willis@bilearner.com,30-09-1943,Fully Meets
1148,Jaxon,Anderson,14-Feb-19,,Production Technician II,Christopher Adams,jaxon.anderson@bilearner.com,22-06-1943,Fully Meets
1149,Precious,Caldwell,17-Mar-22,,Production Technician II,Brittany Brown,precious.caldwell@bilearner.com,17-09-1941,Fully Meets
1150,Yahir,Serrano,05-Aug-20,,Production Technician I,Riley Schultz,yahir.serrano@bilearner.com,03-04-1981,Fully Meets
1151,Krystal,Peterson,23-Aug-22,,Production Technician I,Bradley Mitchell,krystal.peterson@bilearner.com,29-06-1978,Fully Meets
1152,Jadyn,Haley,12-Jan-23,,Production Technician I,Misty Mcknight,jadyn.haley@bilearner.com,02-10-1963,Fully Meets
1153,Davis,Roberts,14-Apr-20,10-Sep-21,Production Technician I,Brian Hudson,davis.roberts@bilearner.com,20-10-1941,Fully Meets
1154,Meadow,Avery,27-Sep-21,05-Feb-23,Production Technician I,Andrew Perez,meadow.avery@bilearner.com,01-11-1987,Fully Meets
1155,Allyson,Owen,17-Nov-18,12-Mar-20,Production Technician I,Kimberly Marshall,allyson.owen@bilearner.com,06-11-1951,Fully Meets
1156,Francisco,Simon,22-Jul-19,28-Feb-23,Production Technician I,Ashley Washington,francisco.simon@bilearner.com,20-04-1980,Fully Meets
1157,Trent,Christian,10-Feb-19,,Production Technician I,Kristen Chan,trent.christian@bilearner.com,18-03-1996,Fully Meets
1158,Chaya,Boyd,22-Nov-18,19-Jul-20,Production Technician I,Sean Ellis,chaya.boyd@bilearner.com,04-07-1958,Fully Meets
1159,Nehemiah,Rivas,23-Apr-23,,Production Technician I,Jennifer Cox,nehemiah.rivas@bilearner.com,03-06-1979,Fully Meets
1160,Wyatt,Spence,26-Dec-22,23-May-23,Production Technician I,Kevin Coleman,wyatt.spence@bilearner.com,10-09-1976,Fully Meets
1161,Abram,Fisher,14-Jun-20,,Production Technician I,Brian Henderson,abram.fisher@bilearner.com,30-08-1954,Fully Meets
1162,Jayleen,Oconnell,29-Mar-22,20-May-23,Production Technician I,Alyssa Myers DVM,jayleen.oconnell@bilearner.com,17-08-1983,Fully Meets
1163,Jordon,Meadows,18-Dec-22,,Production Manager,Julie Griffin,jordon.meadows@bilearner.com,07-02-1996,Fully Meets
1164,Justice,Pineda,21-Mar-19,,Production Manager,Curtis Fitzpatrick,justice.pineda@bilearner.com,25-10-1950,Fully Meets
1165,Isiah,Decker,08-Feb-21,,Production Manager,Elizabeth Garcia,isiah.decker@bilearner.com,09-09-1998,Fully Meets
1166,Giada,Boone,06-Jun-22,,Production Technician II,Michelle Castillo,giada.boone@bilearner.com,13-01-1965,Fully Meets
1167,Camryn,Guerra,01-Nov-21,,Production Technician II,Caroline Grant,camryn.guerra@bilearner.com,01-09-1955,Fully Meets
1168,Melody,Rollins,19-Jan-23,,Production Technician II,Mark Ellis,melody.rollins@bilearner.com,10-01-1951,Fully Meets
1169,Lucia,Cummings,30-Jul-20,,Production Technician II,Mrs. Danielle Dickerson DDS,lucia.cummings@bilearner.com,15-09-1960,Fully Meets
1170,Jaylen,Serrano,16-Jul-23,,Production Technician II,Stacy Ellis,jaylen.serrano@bilearner.com,18-07-1951,Fully Meets
1171,Jayson,Bright,16-Jun-22,,Production Technician I,Hannah Bailey,jayson.bright@bilearner.com,24-07-1953,Fully Meets
1172,Carlie,Wilkerson,13-Jun-21,27-May-22,Production Technician I,Charles Rogers,carlie.wilkerson@bilearner.com,20-05-1952,Fully Meets
1173,Kaylyn,Patrick,14-Nov-20,01-Nov-21,Production Technician I,Christine Foster,kaylyn.patrick@bilearner.com,30-01-1968,Fully Meets
1174,Evie,Pope,16-Jun-20,13-Mar-23,Production Technician I,Tyler Brown,evie.pope@bilearner.com,10-12-1973,Fully Meets
1175,Nayeli,Kelley,20-Dec-18,24-Dec-20,Production Technician I,Holly Nichols,nayeli.kelley@bilearner.com,04-08-1996,Fully Meets
1176,Krista,Franco,29-Oct-22,,Production Technician I,Jennifer Phillips,krista.franco@bilearner.com,27-12-1960,Fully Meets
1177,Teresa,Farrell,20-Jul-20,,Production Technician I,Shannon Cruz,teresa.farrell@bilearner.com,06-07-1968,Fully Meets
1178,Dorian,Fox,03-Oct-21,19-Dec-21,Production Technician I,Jamie Lowe,dorian.fox@bilearner.com,07-05-1959,Fully Meets
1179,Madeleine,Sherman,16-Jul-22,,Production Technician I,Paige Calderon,madeleine.sherman@bilearner.com,08-09-1990,Fully Meets
1180,Allan,Butler,30-Jun-20,,Production Technician I,Jacob Taylor,allan.butler@bilearner.com,30-11-1944,Fully Meets
1181,Nevaeh,Davila,13-Jun-21,,Production Technician I,Sandra Pollard,nevaeh.davila@bilearner.com,16-06-1993,Fully Meets
1182,Gunnar,Webster,29-Dec-20,24-Oct-22,Production Technician I,Alex Cox,gunnar.webster@bilearner.com,09-12-1973,Fully Meets
1183,Aydin,Tate,03-Feb-22,,Production Technician I,Jon Adams,aydin.tate@bilearner.com,18-12-1946,Fully Meets
1184,Patrick,Mckinney,10-Jan-22,11-May-23,Production Technician I,Cassandra Cox,patrick.mckinney@bilearner.com,01-10-1951,Fully Meets
1185,Milagros,Foley,13-Dec-18,,Production Manager,Lucas Duffy,milagros.foley@bilearner.com,22-02-1973,Fully Meets
1186,Rachael,Buck,03-Mar-21,,Production Manager,Ashley Ellis,rachael.buck@bilearner.com,25-08-1983,Fully Meets
1187,Rigoberto,Townsend,04-Jul-21,,Production Manager,Allison Figueroa,rigoberto.townsend@bilearner.com,15-09-1997,Fully Meets
1188,Reagan,Odonnell,06-Feb-20,21-Jul-21,Production Technician II,Alex Bernard,reagan.odonnell@bilearner.com,28-05-1979,Fully Meets
1189,Roy,Morse,28-Jun-20,11-Jul-22,Production Technician II,Micheal Bryant,roy.morse@bilearner.com,07-03-1988,Fully Meets
1190,Rafael,Buchanan,22-Dec-20,20-Nov-21,Production Technician II,Bryan Simpson,rafael.buchanan@bilearner.com,20-04-1998,Fully Meets
1191,Kaitlynn,Herman,24-Nov-19,,Production Technician II,Tamara Carter,kaitlynn.herman@bilearner.com,25-04-1978,Fully Meets
1192,Marquise,Santana,23-Sep-22,,Production Technician II,Bryan Harris,marquise.santana@bilearner.com,07-12-1988,Fully Meets
1193,Jamarion,Mitchell,06-Feb-20,23-Jan-22,Production Technician I,Anna Meyers,jamarion.mitchell@bilearner.com,18-09-1950,Fully Meets
1194,Gabrielle,Hardy,14-Jan-19,06-Aug-21,Production Technician I,Christopher Levy,gabrielle.hardy@bilearner.com,08-03-1953,Fully Meets
1195,Savion,Stokes,25-Jun-19,15-May-22,Production Technician I,David Maddox,savion.stokes@bilearner.com,27-03-1967,Fully Meets
1196,Trevin,Summers,09-Mar-19,,Production Technician I,John Lambert,trevin.summers@bilearner.com,07-11-1978,Fully Meets
1197,Hailie,Bell,13-Jun-20,,Production Technician I,Anthony Cross,hailie.bell@bilearner.com,12-06-1958,Fully Meets
1198,Audrey,Stevens,22-Jan-19,,Production Technician I,Daniel Blackburn,audrey.stevens@bilearner.com,28-09-1952,Fully Meets
1199,Jason,Munoz,12-Dec-20,,Production Technician I,Richard Graves,jason.munoz@bilearner.com,14-04-1950,Fully Meets
1200,Carlee,Foley,27-Apr-22,,Production Technician I,Sheryl Scott,carlee.foley@bilearner.com,08-10-1977,Fully Meets
1201,Sarahi,Dodson,11-Apr-22,26-Sep-22,Production Technician I,Robert Hill,sarahi.dodson@bilearner.com,27-01-1954,Fully Meets
1202,Faith,Carey,01-Sep-22,02-Dec-22,Production Technician I,Emily Rogers,faith.carey@bilearner.com,20-06-1983,Fully Meets
1203,Mylie,Salazar,08-Sep-18,,Production Technician I,Jasmine Johnson,mylie.salazar@bilearner.com,16-01-1987,Fully Meets
1204,Pablo,Parker,24-Nov-22,05-Aug-23,Production Technician I,Melissa Tucker,pablo.parker@bilearner.com,26-08-1948,Fully Meets
1205,Ulises,Shea,23-Jul-20,,Production Technician I,Timothy Higgins,ulises.shea@bilearner.com,04-05-1956,Fully Meets
1206,Bethany,Terry,28-Dec-18,15-May-23,Production Technician I,Richard Scott,bethany.terry@bilearner.com,15-02-1956,Fully Meets
1207,Kamari,Holloway,01-Oct-19,,Production Technician I,Hunter Hill,kamari.holloway@bilearner.com,08-07-1956,Fully Meets
1208,Jazlene,Mcdaniel,17-Aug-19,25-Oct-19,Production Manager,Melissa Greene,jazlene.mcdaniel@bilearner.com,30-12-1979,Fully Meets
1209,Dane,Kelly,31-May-23,,Production Manager,Edwin Guerrero,dane.kelly@bilearner.com,04-06-1999,Fully Meets
1210,Camila,Dunn,08-Dec-20,10-Jun-23,Production Manager,Ann Collins,camila.dunn@bilearner.com,24-12-1948,Fully Meets
1211,Aurora,Frederick,05-Nov-18,23-Mar-23,Production Technician II,John Miles,aurora.frederick@bilearner.com,11-12-1981,Fully Meets
1212,Caylee,Nunez,26-Aug-20,05-Apr-23,Production Technician II,Kevin Mendez,caylee.nunez@bilearner.com,27-08-1983,Fully Meets
1213,Tamia,Sharp,23-Feb-20,,Production Technician II,Joe Miller,tamia.sharp@bilearner.com,22-03-1987,Fully Meets
1214,Jaliyah,Gamble,12-Feb-22,,Production Technician II,Joshua Barnes,jaliyah.gamble@bilearner.com,19-09-1967,Fully Meets
1215,Xander,Savage,13-Feb-20,,Production Technician II,Daniel Benson,xander.savage@bilearner.com,18-07-1983,Fully Meets
1216,Marc,Crosby,15-Feb-23,09-Mar-23,Production Technician I,Andrea Smith,marc.crosby@bilearner.com,19-06-1986,Fully Meets
1217,Marques,Zimmerman,03-Dec-19,31-Aug-21,Production Technician I,Joshua Johns,marques.zimmerman@bilearner.com,17-07-1960,Fully Meets
1218,Livia,Salazar,31-Dec-18,,Production Technician I,Robert Watts,livia.salazar@bilearner.com,15-10-1974,Fully Meets
1219,Alana,Choi,16-Jan-20,09-Feb-21,Production Technician I,Kelly Tate,alana.choi@bilearner.com,09-02-1974,Fully Meets
1220,Levi,Lawson,20-Nov-18,09-Feb-20,Production Technician I,Terry Flores,levi.lawson@bilearner.com,31-12-1949,Fully Meets
1221,Kane,Black,11-Nov-22,03-Jul-23,Production Technician I,Leslie Davis,kane.black@bilearner.com,09-04-1967,Fully Meets
1222,Paola,Weeks,18-Dec-20,23-Jul-21,Production Technician I,Sarah Williams,paola.weeks@bilearner.com,26-12-1949,Fully Meets
1223,Brooklynn,Mack,26-Jan-21,,Production Technician I,Luke Miller,brooklynn.mack@bilearner.com,15-01-1996,Fully Meets
1224,Darrell,Zamora,26-Nov-21,24-May-22,Production Technician I,Jeremiah Smith,darrell.zamora@bilearner.com,27-09-1964,Fully Meets
1225,Irvin,Warner,15-May-23,,Production Technician I,Krista Smith,irvin.warner@bilearner.com,14-01-1957,Fully Meets
1226,Dayton,Castro,20-Jun-23,,Production Technician I,Eric Greer,dayton.castro@bilearner.com,16-04-1967,Fully Meets
1227,Hailey,Mckay,22-Aug-19,06-Jun-22,Production Technician I,Hannah Davis,hailey.mckay@bilearner.com,21-03-1987,Fully Meets
1228,Jaquan,Rowland,30-Aug-21,,Production Technician I,Anthony Murray,jaquan.rowland@bilearner.com,02-12-1994,Fully Meets
1229,David,Velez,27-Jan-20,,Production Technician I,Michael Torres,david.velez@bilearner.com,31-12-1952,Fully Meets
1230,Joslyn,Patel,04-Mar-22,,Production Technician I,Claire Baker,joslyn.patel@bilearner.com,18-09-1974,Fully Meets
1231,Colt,Archer,07-Mar-20,,Production Manager,Michael Garcia,colt.archer@bilearner.com,03-10-1994,Fully Meets
1232,Abbigail,Cameron,19-Mar-20,,Production Manager,Mrs. Leslie Simmons,abbigail.cameron@bilearner.com,17-03-1947,Fully Meets
1233,Anastasia,Escobar,23-Jul-22,,Production Technician II,Hannah Cruz,anastasia.escobar@bilearner.com,07-05-1992,Fully Meets
1234,Ronin,Mclaughlin,18-Oct-19,03-Oct-21,Production Technician II,Claudia Atkinson,ronin.mclaughlin@bilearner.com,19-06-1947,Fully Meets
1235,Aliana,Pena,14-Apr-20,,Production Technician II,Virginia Castro,aliana.pena@bilearner.com,17-05-1998,Fully Meets
1236,Ramon,Goodwin,25-Nov-18,25-Jul-19,Production Technician II,Tina Morgan,ramon.goodwin@bilearner.com,11-12-1946,Fully Meets
1237,Cory,Saunders,23-Mar-21,26-Aug-22,Production Technician II,Nancy Gutierrez,cory.saunders@bilearner.com,17-12-1975,Fully Meets
1238,Alessandra,Huynh,27-Oct-20,08-Nov-21,Production Technician I,Brandon Bates,alessandra.huynh@bilearner.com,12-09-1968,Fully Meets
1239,Maeve,Holmes,11-Jun-22,29-Jun-23,Production Technician I,Angela Brooks,maeve.holmes@bilearner.com,09-07-2001,Fully Meets
1240,Alejandra,Mclean,19-Mar-20,,Production Technician I,Katie Barry,alejandra.mclean@bilearner.com,11-04-1985,Fully Meets
1241,Reuben,Potter,07-Nov-19,07-Dec-22,Production Technician I,Craig Arias,reuben.potter@bilearner.com,13-03-1992,Fully Meets
1242,Marilyn,Greer,24-Apr-23,,Production Technician I,Luke Carter,marilyn.greer@bilearner.com,18-03-1959,Fully Meets
1243,Camila,Nichols,04-Jun-20,,Production Technician I,Richard Oliver,camila.nichols@bilearner.com,07-03-1979,Fully Meets
1244,Iris,Bruce,23-May-22,,Production Technician I,Raymond Hernandez,iris.bruce@bilearner.com,11-02-1954,Fully Meets
1245,Henry,Pratt,17-May-19,,Production Technician I,James Clay,henry.pratt@bilearner.com,03-02-1961,Fully Meets
1246,Kira,Soto,28-Sep-18,25-Apr-21,Production Technician I,Casey Dennis,kira.soto@bilearner.com,14-11-1943,Fully Meets
1247,Ashanti,Scott,04-Mar-19,,Production Technician I,Lisa Gonzalez,ashanti.scott@bilearner.com,26-03-1972,Fully Meets
1248,Sarahi,Burke,29-Mar-21,01-Dec-21,Production Technician I,Theresa Miller,sarahi.burke@bilearner.com,09-09-1988,Fully Meets
1249,Aimee,Terry,07-Jul-19,14-Feb-20,Production Technician I,Christopher Stewart,aimee.terry@bilearner.com,30-11-1996,Fully Meets
1250,Jerimiah,Jackson,06-Sep-18,,Production Technician I,Sheri Pearson,jerimiah.jackson@bilearner.com,08-12-1990,Fully Meets
1251,Callie,Murray,25-Sep-18,,Production Technician I,Dennis Davis,callie.murray@bilearner.com,05-03-1948,Fully Meets
1252,Fabian,Young,11-Mar-22,25-Apr-22,Production Manager,Timothy Hester,fabian.young@bilearner.com,21-02-1982,Fully Meets
1253,Juliette,Morton,13-Jul-20,06-Oct-21,Production Manager,Thomas Baker,juliette.morton@bilearner.com,15-05-1971,Fully Meets
1254,Alyvia,Sellers,22-Jun-20,,Production Technician II,Tracy Ramos,alyvia.sellers@bilearner.com,07-06-1950,Fully Meets
1255,Tyler,Gay,30-Sep-19,02-Mar-21,Production Technician II,Alicia Lindsey,tyler.gay@bilearner.com,24-11-1984,Fully Meets
1256,Noemi,Randall,08-Jan-20,,Production Technician II,Adam Harmon,noemi.randall@bilearner.com,14-08-1991,Fully Meets
1257,Jazlene,Lozano,16-Oct-21,,Production Technician II,Brandon Lane,jazlene.lozano@bilearner.com,07-11-1978,Fully Meets
1258,Jennifer,Salazar,29-Jun-22,,Production Technician II,Jeremy Thomas,jennifer.salazar@bilearner.com,16-10-1977,Fully Meets
1259,Vaughn,Leonard,01-May-22,24-Apr-23,Production Technician I,Justin Phelps,vaughn.leonard@bilearner.com,14-07-1956,Fully Meets
1260,Caitlin,Robertson,16-Aug-18,,Production Technician I,Tabitha Martin,caitlin.robertson@bilearner.com,18-06-1957,Fully Meets
1261,Elyse,Huerta,27-Dec-19,,Production Technician I,Katherine Huber,elyse.huerta@bilearner.com,27-09-1959,Fully Meets
1262,Kyle,Sanders,01-Jul-21,28-Mar-23,Production Technician I,James Benson,kyle.sanders@bilearner.com,16-03-1977,Fully Meets
1263,Barrett,Jennings,20-Oct-22,,Production Technician I,Thomas Rogers,barrett.jennings@bilearner.com,14-11-1952,Fully Meets
1264,Darius,Koch,15-Feb-19,,Production Technician I,Veronica Alexander MD,darius.koch@bilearner.com,23-10-1998,Fully Meets
1265,Kolton,Dawson,17-Jan-22,25-Jul-22,Production Technician I,Angela Jackson,kolton.dawson@bilearner.com,28-05-1976,Fully Meets
1266,Ciara,Cole,14-Nov-21,01-Jul-22,Production Technician I,Lisa Campbell,ciara.cole@bilearner.com,04-04-1971,Fully Meets
